,nome,estado,latitude,longitude
0,Abadia de Goiás,52,-16.7573,-49.4412
1,Abadia dos Dourados,31,-18.4831,-47.3916
2,Abadiânia,52,-16.197,-48.7057
3,Abaeté,31,-19.1551,-45.4444
4,Abaetetuba,15,-1.72183,-48.8788
5,Abaiara,23,-7.34588,-39.0416
6,Abaíra,29,-13.2488,-41.6619
7,Abaré,29,-8.72073,-39.1162
8,Abatiá,41,-23.3049,-50.3133
9,Abdon Batista,42,-27.6126,-51.0233
10,Abel Figueiredo,15,-4.95333,-48.3933
11,Abelardo Luz,42,-26.5716,-52.3229
12,Abre Campo,31,-20.2996,-42.4743
13,Abreu e Lima,26,-7.90072,-34.8984
14,Abreulândia,17,-9.62101,-49.1518
15,Acaiaca,31,-20.359,-43.1439
16,Açailândia,21,-4.94714,-47.5004
17,Acajutiba,29,-11.6575,-38.0197
18,Acará,15,-1.95383,-48.1985
19,Acarape,23,-4.22083,-38.7055
20,Acaraú,23,-2.88769,-40.1183
21,Acari,24,-6.4282,-36.6347
22,Acauã,22,-8.21954,-41.0831
23,Aceguá,43,-31.8665,-54.1615
24,Acopiara,23,-6.08911,-39.448
25,Acorizal,51,-15.194,-56.3632
26,Acrelândia,12,-9.82581,-66.8972
27,Acreúna,52,-17.396,-50.3749
28,Açu,24,-5.58362,-36.914
29,Açucena,31,-19.0671,-42.5419
30,Adamantina,35,-21.682,-51.0737
31,Adelândia,52,-16.4127,-50.1657
32,Adolfo,35,-21.2325,-49.6451
33,Adrianópolis,41,-24.6606,-48.9922
34,Adustina,29,-10.5437,-38.1113
35,Afogados da Ingazeira,26,-7.74312,-37.631
36,Afonso Bezerra,24,-5.49229,-36.5075
37,Afonso Cláudio,32,-20.0778,-41.1261
38,Afonso Cunha,21,-4.13631,-43.3275
39,Afrânio,26,-8.51136,-41.0095
40,Afuá,15,-0.154874,-50.3861
41,Agrestina,26,-8.45966,-35.9447
42,Agricolândia,22,-5.79676,-42.6664
43,Agrolândia,42,-27.4087,-49.822
44,Agronômica,42,-27.2662,-49.708
45,Água Azul do Norte,15,-6.79053,-50.4791
46,Água Boa,31,-17.9914,-42.3806
47,Água Boa,51,-14.051,-52.1601
48,Água Branca,22,-5.88856,-42.637
49,Água Branca,25,-7.51144,-37.6357
50,Água Branca,27,-9.262,-37.938
51,Água Clara,50,-20.4452,-52.879
52,Água Comprida,31,-20.0576,-48.1069
53,Água Doce,42,-26.9985,-51.5528
54,Água Doce do Maranhão,21,-2.84048,-42.1189
55,Água Doce do Norte,32,-18.5482,-40.9854
56,Água Fria,29,-11.8618,-38.7639
57,Água Fria de Goiás,52,-14.9778,-47.7823
58,Água Limpa,52,-18.0771,-48.7603
59,Água Nova,24,-6.20351,-38.2941
60,Água Preta,26,-8.70609,-35.5263
61,Água Santa,43,-28.1672,-52.031
62,Aguaí,35,-22.0572,-46.9735
63,Aguanil,31,-20.9439,-45.3915
64,Águas Belas,26,-9.11125,-37.1226
65,Águas da Prata,35,-21.9319,-46.7176
66,Águas de Chapecó,42,-27.0754,-52.9808
67,Águas de Lindóia,35,-22.4733,-46.6314
68,Águas de Santa Bárbara,35,-22.8812,-49.2421
69,Águas de São Pedro,35,-22.5977,-47.8734
70,Águas Formosas,31,-17.0802,-40.9384
71,Águas Frias,42,-26.8794,-52.8568
72,Águas Lindas de Goiás,52,-15.7617,-48.2816
73,Águas Mornas,42,-27.6963,-48.8243
74,Águas Vermelhas,31,-15.7431,-41.4571
75,Agudo,43,-29.6447,-53.2515
76,Agudos,35,-22.4694,-48.9863
77,Agudos do Sul,41,-25.9899,-49.3343
78,Águia Branca,32,-18.9846,-40.7437
79,Aguiar,25,-7.0918,-38.1681
80,Aguiarnópolis,17,-6.55409,-47.4702
81,Aimorés,31,-19.5007,-41.0746
82,Aiquara,29,-14.1269,-39.8937
83,Aiuaba,23,-6.57122,-40.1178
84,Aiuruoca,31,-21.9736,-44.6042
85,Ajuricaba,43,-28.2342,-53.7757
86,Alagoa,31,-22.171,-44.6413
87,Alagoa Grande,25,-7.03943,-35.6206
88,Alagoa Nova,25,-7.05377,-35.7591
89,Alagoinha,25,-6.94657,-35.5332
90,Alagoinha,26,-8.4665,-36.7788
91,Alagoinha do Piauí,22,-7.00039,-40.9282
92,Alagoinhas,29,-12.1335,-38.4208
93,Alambari,35,-23.5503,-47.898
94,Albertina,31,-22.2018,-46.6139
95,Alcântara,21,-2.39574,-44.4062
96,Alcântaras,23,-3.58537,-40.5479
97,Alcantil,25,-7.73668,-36.0511
98,Alcinópolis,50,-18.3255,-53.7042
99,Alcobaça,29,-17.5195,-39.2036
100,Aldeias Altas,21,-4.62621,-43.4689
101,Alecrim,43,-27.6579,-54.7649
102,Alegre,32,-20.758,-41.5382
103,Alegrete,43,-29.7902,-55.7949
104,Alegrete do Piauí,22,-7.24196,-40.8566
105,Alegria,43,-27.8345,-54.0557
106,Além Paraíba,31,-21.8797,-42.7176
107,Alenquer,15,-1.94623,-54.7384
108,Alexandria,24,-6.40533,-38.0142
109,Alexânia,52,-16.0834,-48.5076
110,Alfenas,31,-21.4256,-45.9477
111,Alfredo Chaves,32,-20.6396,-40.7543
112,Alfredo Marcondes,35,-21.9527,-51.414
113,Alfredo Vasconcelos,31,-21.1535,-43.7718
114,Alfredo Wagner,42,-27.7001,-49.3273
115,Algodão de Jandaíra,25,-6.89292,-36.0129
116,Alhandra,25,-7.42977,-34.9057
117,Aliança,26,-7.60398,-35.2227
118,Aliança do Tocantins,17,-11.3056,-48.9361
119,Almadina,29,-14.7089,-39.6415
120,Almas,17,-11.5706,-47.1792
121,Almeirim,15,-1.52904,-52.5788
122,Almenara,31,-16.1785,-40.6942
123,Almino Afonso,24,-6.1475,-37.7636
124,Almirante Tamandaré,41,-25.3188,-49.3037
125,Almirante Tamandaré do Sul,43,-28.1149,-52.9142
126,Aloândia,52,-17.7292,-49.4769
127,Alpercata,31,-18.974,-41.97
128,Alpestre,43,-27.2502,-53.0341
129,Alpinópolis,31,-20.8631,-46.3878
130,Alta Floresta,51,-9.86674,-56.0867
131,Alta Floresta D'Oeste,11,-11.9283,-61.9953
132,Altair,35,-20.5242,-49.0571
133,Altamira,15,-3.20407,-52.21
134,Altamira do Maranhão,21,-4.16598,-45.4706
135,Altamira do Paraná,41,-24.7983,-52.7128
136,Altaneira,23,-6.99837,-39.7356
137,Alterosa,31,-21.2488,-46.1387
138,Altinho,26,-8.48482,-36.0644
139,Altinópolis,35,-21.0214,-47.3712
140,Alto Alegre,35,-21.5811,-50.168
141,Alto Alegre,14,2.98858,-61.3072
142,Alto Alegre,43,-28.7769,-52.9893
143,Alto Alegre do Maranhão,21,-4.213,-44.446
144,Alto Alegre do Pindaré,21,-3.66689,-45.8421
145,Alto Alegre dos Parecis,11,-12.132,-61.835
146,Alto Araguaia,51,-17.3153,-53.2181
147,Alto Bela Vista,42,-27.4333,-51.9044
148,Alto Boa Vista,51,-11.6732,-51.3883
149,Alto Caparaó,31,-20.431,-41.8738
150,Alto do Rodrigues,24,-5.28186,-36.75
151,Alto Feliz,43,-29.3919,-51.3123
152,Alto Garças,51,-16.9462,-53.5272
153,Alto Horizonte,52,-14.1978,-49.3378
154,Alto Jequitibá,31,-20.4208,-41.967
155,Alto Longá,22,-5.25634,-42.2096
156,Alto Paraguai,51,-14.5137,-56.4776
157,Alto Paraíso,41,-26.1146,-52.7469
158,Alto Paraíso,11,-9.71429,-63.3188
159,Alto Paraíso de Goiás,52,-14.1305,-47.51
160,Alto Paraná,41,-23.1312,-52.3189
161,Alto Parnaíba,21,-9.10273,-45.9303
162,Alto Piquiri,41,-24.0224,-53.44
163,Alto Rio Doce,31,-21.0281,-43.4067
164,Alto Rio Novo,32,-19.0618,-41.0209
165,Alto Santo,23,-5.50894,-38.2743
166,Alto Taquari,51,-17.8241,-53.2792
167,Altônia,41,-23.8759,-53.8958
168,Altos,22,-5.03888,-42.4612
169,Alumínio,35,-23.5306,-47.2546
170,Alvarães,13,-3.22727,-64.8007
171,Alvarenga,31,-19.4174,-41.7317
172,Álvares Florence,35,-20.3203,-49.9141
173,Álvares Machado,35,-22.0764,-51.4722
174,Álvaro de Carvalho,35,-22.0841,-49.719
175,Alvinlândia,35,-22.4435,-49.7623
176,Alvinópolis,31,-20.1098,-43.0535
177,Alvorada,17,-12.4785,-49.1249
178,Alvorada,43,-29.9914,-51.0809
179,Alvorada D'Oeste,11,-11.3463,-62.2847
180,Alvorada de Minas,31,-18.7334,-43.3638
181,Alvorada do Gurguéia,22,-8.42418,-43.777
182,Alvorada do Norte,52,-14.4797,-46.491
183,Alvorada do Sul,41,-22.7813,-51.2297
184,Amajari,14,3.64571,-61.3692
185,Amambai,50,-23.1058,-55.2253
186,Amapá,16,2.05267,-50.7957
187,Amapá do Maranhão,21,-1.67524,-46.0024
188,Amaporã,41,-23.0943,-52.7866
189,Amaraji,26,-8.37691,-35.4501
190,Amaral Ferrador,43,-30.8756,-52.2509
191,Amaralina,52,-13.9236,-49.2962
192,Amarante,22,-6.24304,-42.8433
193,Amarante do Maranhão,21,-5.56913,-46.7473
194,Amargosa,29,-13.0215,-39.602
195,Amaturá,13,-3.37455,-68.2005
196,Amélia Rodrigues,29,-12.3914,-38.7563
197,América Dourada,29,-11.4429,-41.439
198,Americana,35,-22.7374,-47.3331
199,Americano do Brasil,52,-16.2514,-49.9831
200,Américo Brasiliense,35,-21.7288,-48.1147
201,Américo de Campos,35,-20.2985,-49.7359
202,Ametista do Sul,43,-27.3607,-53.183
203,Amontada,23,-3.36017,-39.8288
204,Amorinópolis,52,-16.6151,-51.0919
205,Amparo,25,-7.55502,-37.0628
206,Amparo,35,-22.7088,-46.772
207,Amparo de São Francisco,28,-10.1348,-36.935
208,Amparo do Serra,31,-20.5051,-42.8009
209,Ampére,41,-25.9168,-53.4686
210,Anadia,27,-9.68489,-36.3078
211,Anagé,29,-14.6151,-41.1356
212,Anahy,41,-24.6449,-53.1332
213,Anajás,15,-0.996811,-49.9354
214,Anajatuba,21,-3.26269,-44.6126
215,Analândia,35,-22.1289,-47.6619
216,Anamã,13,-3.56697,-61.3963
217,Ananás,17,-6.36437,-48.0735
218,Ananindeua,15,-1.36391,-48.3743
219,Anápolis,52,-16.3281,-48.953
220,Anapu,15,-3.46985,-51.2003
221,Anapurus,21,-3.67577,-43.1014
222,Anastácio,50,-20.4823,-55.8104
223,Anaurilândia,50,-22.1852,-52.7191
224,Anchieta,42,-26.5382,-53.3319
225,Anchieta,32,-20.7955,-40.6425
226,Andaraí,29,-12.8049,-41.3297
227,Andirá,41,-23.0533,-50.2304
228,Andorinha,29,-10.3482,-39.8391
229,Andradas,31,-22.0695,-46.5724
230,Andradina,35,-20.8948,-51.3786
231,André da Rocha,43,-28.6283,-51.5797
232,Andrelândia,31,-21.7411,-44.3117
233,Angatuba,35,-23.4917,-48.4139
234,Angelândia,31,-17.7279,-42.2641
235,Angélica,50,-22.1527,-53.7708
236,Angelim,26,-8.88429,-36.2902
237,Angelina,42,-27.5704,-48.9879
238,Angical,29,-12.0063,-44.7003
239,Angical do Piauí,22,-6.08786,-42.74
240,Angico,17,-6.39179,-47.8611
241,Angicos,24,-5.65792,-36.6094
242,Angra dos Reis,33,-23.0011,-44.3196
243,Anguera,29,-12.1462,-39.2462
244,Ângulo,41,-23.1946,-51.9154
245,Anhanguera,52,-18.3339,-48.2204
246,Anhembi,35,-22.793,-48.1336
247,Anhumas,35,-22.2934,-51.3895
248,Anicuns,52,-16.4642,-49.9617
249,Anísio de Abreu,22,-9.18564,-43.0494
250,Anita Garibaldi,42,-27.6897,-51.1271
251,Anitápolis,42,-27.9012,-49.1316
252,Anori,13,-3.74603,-61.6575
253,Anta Gorda,43,-28.9698,-52.0102
254,Antas,29,-10.3856,-38.3401
255,Antonina,41,-25.4386,-48.7191
256,Antonina do Norte,23,-6.76919,-39.987
257,Antônio Almeida,22,-7.21276,-44.1889
258,Antônio Cardoso,29,-12.4335,-39.1176
259,Antônio Carlos,42,-27.5191,-48.766
260,Antônio Carlos,31,-21.321,-43.7451
261,Antônio Dias,31,-19.6491,-42.8732
262,Antônio Gonçalves,29,-10.5767,-40.2785
263,Antônio João,50,-22.1927,-55.9517
264,Antônio Martins,24,-6.21367,-37.8834
265,Antônio Olinto,41,-25.9804,-50.1972
266,Antônio Prado,43,-28.8565,-51.2883
267,Antônio Prado de Minas,31,-21.0192,-42.1109
268,Aparecida,25,-6.78466,-38.0803
269,Aparecida,35,-22.8495,-45.2325
270,Aparecida d'Oeste,35,-20.4487,-50.8835
271,Aparecida de Goiânia,52,-16.8198,-49.2469
272,Aparecida do Rio Doce,52,-18.2941,-51.1516
273,Aparecida do Rio Negro,17,-9.94139,-47.9638
274,Aparecida do Taboado,50,-20.0873,-51.0961
275,Aperibé,33,-21.6252,-42.1017
276,Apiacá,32,-21.1523,-41.5693
277,Apiacás,51,-9.53981,-57.4587
278,Apiaí,35,-24.5108,-48.8443
279,Apicum-Açu,21,-1.45862,-45.0864
280,Apiúna,42,-27.0375,-49.3885
281,Apodi,24,-5.65349,-37.7946
282,Aporá,29,-11.6577,-38.0814
283,Aporé,52,-18.9607,-51.9232
284,Apuarema,29,-13.8542,-39.7501
285,Apucarana,41,-23.55,-51.4635
286,Apuí,13,-7.19409,-59.896
287,Apuiarés,23,-3.94506,-39.4359
288,Aquidabã,28,-10.278,-37.0148
289,Aquidauana,50,-20.4666,-55.7868
290,Aquiraz,23,-3.89929,-38.3896
291,Arabutã,42,-27.1587,-52.1423
292,Araçagi,25,-6.84374,-35.3737
293,Araçaí,31,-19.1955,-44.2493
294,Aracaju,28,-10.9091,-37.0677
295,Araçariguama,35,-23.4366,-47.0608
296,Araças,29,-12.22,-38.2027
297,Aracati,23,-4.55826,-37.7679
298,Aracatu,29,-14.428,-41.4648
299,Araçatuba,35,-21.2076,-50.4401
300,Araci,29,-11.3253,-38.9584
301,Aracitaba,31,-21.3446,-43.3736
302,Araçoiaba,26,-7.78391,-35.0809
303,Aracoiaba,23,-4.36872,-38.8125
304,Araçoiaba da Serra,35,-23.5029,-47.6166
305,Aracruz,32,-19.82,-40.2764
306,Araçu,52,-16.3563,-49.6804
307,Araçuaí,31,-16.8523,-42.0637
308,Aragarças,52,-15.8955,-52.2372
309,Aragoiânia,52,-16.9087,-49.4476
310,Aragominas,17,-7.16005,-48.5291
311,Araguacema,17,-8.80755,-49.5569
312,Araguaçu,17,-12.9289,-49.8231
313,Araguaiana,51,-15.7291,-51.8341
314,Araguaína,17,-7.19238,-48.2044
315,Araguainha,51,-16.857,-53.0318
316,Araguanã,17,-6.58225,-48.6395
317,Araguanã,21,-2.94644,-45.6589
318,Araguapaz,52,-15.0909,-50.6315
319,Araguari,31,-18.6456,-48.1934
320,Araguatins,17,-5.64659,-48.1232
321,Araioses,21,-2.89091,-41.905
322,Aral Moreira,50,-22.9385,-55.6334
323,Aramari,29,-12.0884,-38.4969
324,Arambaré,43,-30.9092,-51.5046
325,Arame,21,-4.88347,-46.0032
326,Aramina,35,-20.0882,-47.7873
327,Arandu,35,-23.1386,-49.0487
328,Arantina,31,-21.9102,-44.2555
329,Arapeí,35,-22.6717,-44.4441
330,Arapiraca,27,-9.75487,-36.6615
331,Arapoema,17,-7.65463,-49.0637
332,Araponga,31,-20.6686,-42.5178
333,Arapongas,41,-23.4153,-51.4259
334,Araporã,31,-18.4357,-49.1847
335,Arapoti,41,-24.1548,-49.8285
336,Arapuã,41,-24.3132,-51.7856
337,Arapuá,31,-19.0268,-46.1484
338,Araputanga,51,-15.4641,-58.3425
339,Araquari,42,-26.3754,-48.7188
340,Arara,25,-6.82813,-35.7552
341,Araranguá,42,-28.9356,-49.4918
342,Araraquara,35,-21.7845,-48.178
343,Araras,35,-22.3572,-47.3842
344,Ararendá,23,-4.74567,-40.831
345,Arari,21,-3.45214,-44.7665
346,Araricá,43,-29.6168,-50.9291
347,Araripe,23,-7.21319,-40.1359
348,Araripina,26,-7.57073,-40.494
349,Araruama,33,-22.8697,-42.3326
350,Araruna,41,-23.9315,-52.5021
351,Araruna,25,-6.54848,-35.7498
352,Arataca,29,-15.2651,-39.419
353,Aratiba,43,-27.3978,-52.2975
354,Aratuba,23,-4.41229,-39.0471
355,Aratuípe,29,-13.0716,-39.0038
356,Arauá,28,-11.2614,-37.6201
357,Araucária,41,-25.5859,-49.4047
358,Araújos,31,-19.9405,-45.1671
359,Araxá,31,-19.5902,-46.9438
360,Arceburgo,31,-21.359,-46.9401
361,Arco-Íris,35,-21.7728,-50.466
362,Arcos,31,-20.2863,-45.5373
363,Arcoverde,26,-8.41519,-37.0577
364,Areado,31,-21.3572,-46.1421
365,Areal,33,-22.2283,-43.1118
366,Arealva,35,-22.031,-48.9135
367,Areia,25,-6.96396,-35.6977
368,Areia Branca,24,-4.95254,-37.1252
369,Areia Branca,28,-10.758,-37.3251
370,Areia de Baraúnas,25,-7.11702,-36.9404
371,Areial,25,-7.04789,-35.9313
372,Areias,35,-22.5786,-44.6992
373,Areiópolis,35,-22.6672,-48.6681
374,Arenápolis,51,-14.4472,-56.8437
375,Arenópolis,52,-16.3837,-51.5563
376,Arês,24,-6.18831,-35.1608
377,Argirita,31,-21.6083,-42.8292
378,Aricanduva,31,-17.8666,-42.5533
379,Arinos,31,-15.9187,-46.1043
380,Aripuanã,51,-10.1723,-59.4568
381,Ariquemes,11,-9.90571,-63.0325
382,Ariranha,35,-21.1872,-48.7904
383,Ariranha do Ivaí,41,-24.3857,-51.5839
384,Armação dos Búzios,33,-22.7528,-41.8846
385,Armazém,42,-28.2448,-49.0215
386,Arneiroz,23,-6.3165,-40.1653
387,Aroazes,22,-6.11022,-41.7822
388,Aroeiras,25,-7.54473,-35.7066
389,Aroeiras do Itaim,22,-7.24502,-41.5325
390,Arraial,22,-6.65075,-42.5418
391,Arraial do Cabo,33,-22.9774,-42.0267
392,Arraias,17,-12.9287,-46.9359
393,Arroio do Meio,43,-29.4014,-51.9557
394,Arroio do Padre,43,-31.4389,-52.4246
395,Arroio do Sal,43,-29.5439,-49.8895
396,Arroio do Tigre,43,-29.3348,-53.0966
397,Arroio dos Ratos,43,-30.0875,-51.7275
398,Arroio Grande,43,-32.2327,-53.0862
399,Arroio Trinta,42,-26.9257,-51.3407
400,Artur Nogueira,35,-22.5727,-47.1727
401,Aruanã,52,-14.9166,-51.075
402,Arujá,35,-23.3965,-46.32
403,Arvoredo,42,-27.0748,-52.4543
404,Arvorezinha,43,-28.8737,-52.1781
405,Ascurra,42,-26.9548,-49.3783
406,Aspásia,35,-20.16,-50.728
407,Assaí,41,-23.3697,-50.8459
408,Assaré,23,-6.8669,-39.8689
409,Assis,35,-22.66,-50.4183
410,Assis Brasil,12,-10.9298,-69.5738
411,Assis Chateaubriand,41,-24.4168,-53.5213
412,Assunção,25,-7.07231,-36.725
413,Assunção do Piauí,22,-5.865,-41.0389
414,Astolfo Dutra,31,-21.3184,-42.8572
415,Astorga,41,-23.2318,-51.6668
416,Atalaia,41,-23.1517,-52.0551
417,Atalaia,27,-9.5119,-36.0086
418,Atalaia do Norte,13,-4.37055,-70.1967
419,Atalanta,42,-27.4219,-49.7789
420,Ataléia,31,-18.0438,-41.1149
421,Atibaia,35,-23.1171,-46.5563
422,Atilio Vivacqua,32,-20.913,-41.1986
423,Augustinópolis,17,-5.46863,-47.8863
424,Augusto Corrêa,15,-1.05109,-46.6147
425,Augusto de Lima,31,-18.0997,-44.2655
426,Augusto Pestana,43,-28.5172,-53.9883
427,Augusto Severo (Campo Grande),24,-5.86206,-37.3135
428,Áurea,43,-27.6936,-52.0505
429,Aurelino Leal,29,-14.321,-39.329
430,Auriflama,35,-20.6836,-50.5572
431,Aurilândia,52,-16.6773,-50.4641
432,Aurora,23,-6.93349,-38.9742
433,Aurora,42,-27.3098,-49.6295
434,Aurora do Pará,15,-2.14898,-47.5677
435,Aurora do Tocantins,17,-12.7105,-46.4076
436,Autazes,13,-3.58574,-59.1256
437,Avaí,35,-22.1514,-49.3356
438,Avanhandava,35,-21.4584,-49.9509
439,Avaré,35,-23.1067,-48.9251
440,Aveiro,15,-3.60841,-55.3199
441,Avelino Lopes,22,-10.1345,-43.9563
442,Avelinópolis,52,-16.4672,-49.7579
443,Axixá,21,-2.83939,-44.062
444,Axixá do Tocantins,17,-5.61275,-47.7701
445,Babaçulândia,17,-7.20923,-47.7613
446,Bacabal,21,-4.22447,-44.7832
447,Bacabeira,21,-2.96452,-44.3164
448,Bacuri,21,-1.6965,-45.1328
449,Bacurituba,21,-2.71,-44.7329
450,Bady Bassitt,35,-20.9197,-49.4385
451,Baependi,31,-21.957,-44.8874
452,Bagé,43,-31.3297,-54.0999
453,Bagre,15,-1.90057,-50.1987
454,Baía da Traição,25,-6.69209,-34.9381
455,Baía Formosa,24,-6.37161,-35.0033
456,Baianópolis,29,-12.3016,-44.5388
457,Baião,15,-2.79021,-49.6694
458,Baixa Grande,29,-11.9519,-40.169
459,Baixa Grande do Ribeiro,22,-7.84903,-45.219
460,Baixio,23,-6.71945,-38.7134
461,Baixo Guandu,32,-19.5213,-41.0109
462,Balbinos,35,-21.8963,-49.3619
463,Baldim,31,-19.2832,-43.9613
464,Baliza,52,-16.1966,-52.5393
465,Balneário Arroio do Silva,42,-28.9806,-49.4237
466,Balneário Barra do Sul,42,-26.4597,-48.6123
467,Balneário Camboriú,42,-26.9926,-48.6352
468,Balneário Gaivota,42,-29.1527,-49.5841
469,Balneário Piçarras,42,-26.7639,-48.6717
470,Balneário Pinhal,43,-30.2419,-50.2337
471,Balneário Rincão,42,-28.8314,-49.2352
472,Balsa Nova,41,-25.5804,-49.6291
473,Bálsamo,35,-20.7348,-49.5865
474,Balsas,21,-7.53214,-46.0372
475,Bambuí,31,-20.0166,-45.9754
476,Banabuiú,23,-5.30454,-38.9132
477,Bananal,35,-22.6819,-44.3281
478,Bananeiras,25,-6.74775,-35.6246
479,Bandeira,31,-15.8783,-40.5622
480,Bandeira do Sul,31,-21.7308,-46.3833
481,Bandeirante,42,-26.7705,-53.6413
482,Bandeirantes,50,-19.9275,-54.3585
483,Bandeirantes,41,-23.1078,-50.3704
484,Bandeirantes do Tocantins,17,-7.75612,-48.5836
485,Bannach,15,-7.34779,-50.3959
486,Banzaê,29,-10.5788,-38.6212
487,Barão,43,-29.3725,-51.4949
488,Barão de Antonina,35,-23.6284,-49.5634
489,Barão de Cocais,31,-19.9389,-43.4755
490,Barão de Cotegipe,43,-27.6208,-52.3798
491,Barão de Grajaú,21,-6.74463,-43.0261
492,Barão de Melgaço,51,-16.2067,-55.9623
493,Barão de Monte Alto,31,-21.2444,-42.2372
494,Barão do Triunfo,43,-30.3891,-51.7384
495,Baraúna,24,-5.06977,-37.6129
496,Baraúna,25,-6.63484,-36.2601
497,Barbacena,31,-21.2214,-43.7703
498,Barbalha,23,-7.2982,-39.3021
499,Barbosa,35,-21.2657,-49.9518
500,Barbosa Ferraz,41,-24.0334,-52.004
501,Barcarena,15,-1.51187,-48.6195
502,Barcelona,24,-5.94284,-35.9247
503,Barcelos,13,-0.983373,-62.9311
504,Bariri,35,-22.073,-48.7438
505,Barra,29,-11.0859,-43.1459
506,Barra Bonita,42,-26.654,-53.44
507,Barra Bonita,35,-22.4909,-48.5583
508,Barra D'Alcântara,22,-6.51645,-42.1146
509,Barra da Estiva,29,-13.6237,-41.3347
510,Barra de Guabiraba,26,-8.42075,-35.6585
511,Barra de Santa Rosa,25,-6.71816,-36.0671
512,Barra de Santana,25,-7.51809,-35.9913
513,Barra de Santo Antônio,27,-9.4023,-35.5101
514,Barra de São Francisco,32,-18.7548,-40.8965
515,Barra de São Miguel,25,-7.74603,-36.3209
516,Barra de São Miguel,27,-9.83842,-35.9057
517,Barra do Bugres,51,-15.0702,-57.1878
518,Barra do Chapéu,35,-24.4722,-49.0238
519,Barra do Choça,29,-14.8654,-40.5791
520,Barra do Corda,21,-5.49682,-45.2485
521,Barra do Garças,51,-15.8804,-52.264
522,Barra do Guarita,43,-27.1927,-53.7109
523,Barra do Jacaré,41,-23.116,-50.1842
524,Barra do Mendes,29,-11.81,-42.059
525,Barra do Ouro,17,-7.69593,-47.6776
526,Barra do Piraí,33,-22.4715,-43.8269
527,Barra do Quaraí,43,-30.2029,-57.5497
528,Barra do Ribeiro,43,-30.2939,-51.3014
529,Barra do Rio Azul,43,-27.4069,-52.4084
530,Barra do Rocha,29,-14.2,-39.5991
531,Barra do Turvo,35,-24.759,-48.5013
532,Barra dos Coqueiros,28,-10.8996,-37.0323
533,Barra Funda,43,-27.9205,-53.0391
534,Barra Longa,31,-20.2869,-43.0402
535,Barra Mansa,33,-22.5481,-44.1752
536,Barra Velha,42,-26.637,-48.6933
537,Barracão,43,-27.6739,-51.4585
538,Barracão,41,-26.2502,-53.6324
539,Barras,22,-4.24468,-42.2922
540,Barreira,23,-4.28921,-38.6429
541,Barreiras,29,-12.1439,-44.9968
542,Barreiras do Piauí,22,-9.9296,-45.4702
543,Barreirinha,13,-2.79886,-57.0679
544,Barreirinhas,21,-2.75863,-42.8232
545,Barreiros,26,-8.81605,-35.1832
546,Barretos,35,-20.5531,-48.5698
547,Barrinha,35,-21.1864,-48.1636
548,Barro,23,-7.17188,-38.7741
549,Barro Alto,29,-11.7605,-41.9054
550,Barro Alto,52,-14.9658,-48.9086
551,Barro Duro,22,-5.81673,-42.5147
552,Barro Preto,29,-14.7948,-39.476
553,Barrocas,29,-11.5272,-39.0776
554,Barrolândia,17,-9.83404,-48.7252
555,Barroquinha,23,-3.02051,-41.1358
556,Barros Cassal,43,-29.0947,-52.5836
557,Barroso,31,-21.1907,-43.972
558,Barueri,35,-23.5057,-46.879
559,Bastos,35,-21.921,-50.7357
560,Bataguassu,50,-21.7159,-52.4221
561,Batalha,22,-4.0223,-42.0787
562,Batalha,27,-9.6742,-37.133
563,Batatais,35,-20.8929,-47.5921
564,Batayporã,50,-22.2944,-53.2705
565,Baturité,23,-4.32598,-38.8812
566,Bauru,35,-22.3246,-49.0871
567,Bayeux,25,-7.1238,-34.9293
568,Bebedouro,35,-20.9491,-48.4791
569,Beberibe,23,-4.17741,-38.1271
570,Bela Cruz,23,-3.04996,-40.1671
571,Bela Vista,50,-22.1073,-56.5263
572,Bela Vista da Caroba,41,-25.8842,-53.6725
573,Bela Vista de Goiás,52,-16.9693,-48.9513
574,Bela Vista de Minas,31,-19.8302,-43.0922
575,Bela Vista do Maranhão,21,-3.72618,-45.3075
576,Bela Vista do Paraíso,41,-22.9937,-51.1927
577,Bela Vista do Piauí,22,-7.98809,-41.8675
578,Bela Vista do Toldo,42,-26.2746,-50.4664
579,Belágua,21,-3.15485,-43.5122
580,Belém,15,-1.4554,-48.4898
581,Belém,25,-6.74261,-35.5166
582,Belém,27,-9.57047,-36.4904
583,Belém de Maria,26,-8.62504,-35.8335
584,Belém do Brejo do Cruz,25,-6.18515,-37.5348
585,Belém do Piauí,22,-7.36652,-40.9688
586,Belém do São Francisco,26,-8.75046,-38.9623
587,Belford Roxo,33,-22.764,-43.3992
588,Belmiro Braga,31,-21.944,-43.4084
589,Belmonte,42,-26.843,-53.5758
590,Belmonte,29,-15.8608,-38.8758
591,Belo Campo,29,-15.0334,-41.2652
592,Belo Horizonte,31,-19.9102,-43.9266
593,Belo Jardim,26,-8.3313,-36.4258
594,Belo Monte,27,-9.82272,-37.277
595,Belo Oriente,31,-19.2199,-42.4828
596,Belo Vale,31,-20.4077,-44.0275
597,Belterra,15,-2.63609,-54.9374
598,Beneditinos,22,-5.45676,-42.3638
599,Benedito Leite,21,-7.21037,-44.5577
600,Benedito Novo,42,-26.781,-49.3593
601,Benevides,15,-1.36183,-48.2434
602,Benjamin Constant,13,-4.37768,-70.0342
