,nome,estado,latitude,longitude
1295,Codó,21,-4.45562,-43.8924
1296,Coelho Neto,21,-4.25245,-43.0108
1297,Coimbra,31,-20.8535,-42.8008
1298,Coité do Nóia,27,-9.63348,-36.5845
1299,Coivaras,22,-5.09224,-42.208
1300,Colares,15,-0.936423,-48.2803
1301,Colatina,32,-19.5493,-40.6269
1302,Colíder,51,-10.8135,-55.461
1303,Colina,35,-20.7114,-48.5387
1304,Colinas,43,-29.3948,-51.8556
1305,Colinas,21,-6.03199,-44.2543
1306,Colinas do Sul,52,-14.1528,-48.076
1307,Colinas do Tocantins,17,-8.05764,-48.4757
1308,Colméia,17,-8.72463,-48.7638
1309,Colniza,51,-9.46121,-59.2252
1310,Colômbia,35,-20.1768,-48.6865
1311,Colombo,41,-25.2925,-49.2262
1312,Colônia do Gurguéia,22,-8.1837,-43.794
1313,Colônia do Piauí,22,-7.22651,-42.1756
1314,Colônia Leopoldina,27,-8.91806,-35.7214
1315,Colorado,43,-28.5258,-52.9928
1316,Colorado,41,-22.8374,-51.9743
1317,Colorado do Oeste,11,-13.1174,-60.5454
1318,Coluna,31,-18.2311,-42.8352
1319,Combinado,17,-12.7917,-46.5388
1320,Comendador Gomes,31,-19.6973,-49.0789
1321,Comendador Levy Gasparian,33,-22.0404,-43.214
1322,Comercinho,31,-16.2963,-41.7945
1323,Comodoro,51,-13.6614,-59.7848
1324,Conceição,25,-7.55106,-38.5014
1325,Conceição da Aparecida,31,-21.096,-46.2049
1326,Conceição da Barra,32,-18.5883,-39.7362
1327,Conceição da Barra de Minas,31,-21.1316,-44.4729
1328,Conceição da Feira,29,-12.5078,-38.9978
1329,Conceição das Alagoas,31,-19.9172,-48.3839
1330,Conceição das Pedras,31,-22.1576,-45.4562
1331,Conceição de Ipanema,31,-19.9326,-41.6908
1332,Conceição de Macabu,33,-22.0834,-41.8719
1333,Conceição do Almeida,29,-12.7836,-39.1715
1334,Conceição do Araguaia,15,-8.26136,-49.2689
1335,Conceição do Canindé,22,-7.87638,-41.5942
1336,Conceição do Castelo,32,-20.3639,-41.2417
1337,Conceição do Coité,29,-11.56,-39.2808
1338,Conceição do Jacuípe,29,-12.3268,-38.7684
1339,Conceição do Lago-Açu,21,-3.85142,-44.8895
1340,Conceição do Mato Dentro,31,-19.0344,-43.4221
1341,Conceição do Pará,31,-19.7456,-44.8945
1342,Conceição do Rio Verde,31,-21.8778,-45.087
1343,Conceição do Tocantins,17,-12.2209,-47.2951
1344,Conceição dos Ouros,31,-22.4078,-45.7996
1345,Conchal,35,-22.3375,-47.1729
1346,Conchas,35,-23.0154,-48.0134
1347,Concórdia,42,-27.2335,-52.026
1348,Concórdia do Pará,15,-1.99238,-47.9422
1349,Condado,25,-6.89831,-37.606
1350,Condado,26,-7.58787,-35.0999
1351,Conde,25,-7.25746,-34.8999
1352,Conde,29,-11.8179,-37.6131
1353,Condeúba,29,-14.9022,-41.9718
1354,Condor,43,-28.2075,-53.4905
1355,Cônego Marinho,31,-15.2892,-44.4181
1356,Confins,31,-19.6282,-43.9931
1357,Confresa,51,-10.6437,-51.5699
1358,Congo,25,-7.79078,-36.6581
1359,Congonhal,31,-22.1488,-46.043
1360,Congonhas,31,-20.4958,-43.851
1361,Congonhas do Norte,31,-18.8021,-43.6767
1362,Congonhinhas,41,-23.5493,-50.5569
1363,Conquista,31,-19.9312,-47.5492
1364,Conquista D'Oeste,51,-14.5381,-59.5444
1365,Conselheiro Lafaiete,31,-20.6634,-43.7846
1366,Conselheiro Mairinck,41,-23.623,-50.1707
1367,Conselheiro Pena,31,-19.1789,-41.4736
1368,Consolação,31,-22.5493,-45.9255
1369,Constantina,43,-27.732,-52.9938
1370,Contagem,31,-19.9321,-44.0539
1371,Contenda,41,-25.6788,-49.535
1372,Contendas do Sincorá,29,-13.7537,-41.048
1373,Coqueiral,31,-21.1858,-45.4366
1374,Coqueiro Baixo,43,-29.1802,-52.0942
1375,Coqueiro Seco,27,-9.63715,-35.7994
1376,Coqueiros do Sul,43,-28.1194,-52.7842
1377,Coração de Jesus,31,-16.6841,-44.3635
1378,Coração de Maria,29,-12.2333,-38.7487
1379,Corbélia,41,-24.7971,-53.3006
1380,Cordeiro,33,-22.0267,-42.3648
1381,Cordeirópolis,35,-22.4778,-47.4519
1382,Cordeiros,29,-15.0356,-41.9308
1383,Cordilheira Alta,42,-26.9844,-52.6056
1384,Cordisburgo,31,-19.1224,-44.3224
1385,Cordislândia,31,-21.7891,-45.6999
1386,Coreaú,23,-3.5415,-40.6587
1387,Coremas,25,-7.00712,-37.9346
1388,Corguinho,50,-19.8243,-54.8281
1389,Coribe,29,-13.8232,-44.4586
1390,Corinto,31,-18.369,-44.4542
1391,Cornélio Procópio,41,-23.1829,-50.6498
1392,Coroaci,31,-18.6156,-42.2791
1393,Coroados,35,-21.3521,-50.2859
1394,Coroatá,21,-4.13442,-44.1244
1395,Coromandel,31,-18.4734,-47.1933
1396,Coronel Barros,43,-28.3921,-54.0686
1397,Coronel Bicaco,43,-27.7197,-53.7022
1398,Coronel Domingos Soares,41,-26.2277,-52.0356
1399,Coronel Ezequiel,24,-6.3748,-36.2223
1400,Coronel Fabriciano,31,-19.5179,-42.6276
1401,Coronel Freitas,42,-26.9057,-52.7011
1402,Coronel João Pessoa,24,-6.24974,-38.4441
1403,Coronel João Sá,29,-10.2847,-37.9198
1404,Coronel José Dias,22,-8.81397,-42.5232
1405,Coronel Macedo,35,-23.6261,-49.31
1406,Coronel Martins,42,-26.511,-52.6694
1407,Coronel Murta,31,-16.6148,-42.184
1408,Coronel Pacheco,31,-21.5898,-43.256
1409,Coronel Pilar,43,-29.2695,-51.6847
1410,Coronel Sapucaia,50,-23.2724,-55.5278
1411,Coronel Vivida,41,-25.9767,-52.5641
1412,Coronel Xavier Chaves,31,-21.0277,-44.2206
1413,Córrego Danta,31,-19.8198,-45.9032
1414,Córrego do Bom Jesus,31,-22.6269,-46.0241
1415,Córrego do Ouro,52,-16.2918,-50.5503
1416,Córrego Fundo,31,-20.4474,-45.5617
1417,Córrego Novo,31,-19.8361,-42.3988
1418,Correia Pinto,42,-27.5877,-50.3614
1419,Corrente,22,-10.4333,-45.1633
1420,Correntes,26,-9.12117,-36.3244
1421,Correntina,29,-13.3477,-44.6333
1422,Cortês,26,-8.47443,-35.5468
1423,Corumbá,50,-19.0077,-57.651
1424,Corumbá de Goiás,52,-15.9245,-48.8117
1425,Corumbaíba,52,-18.1415,-48.5626
1426,Corumbataí,35,-22.2213,-47.6215
1427,Corumbataí do Sul,41,-24.101,-52.1177
1428,Corumbiara,11,-12.9551,-60.8947
1429,Corupá,42,-26.4246,-49.246
1430,Coruripe,27,-10.1276,-36.1717
1431,Cosmópolis,35,-22.6419,-47.1926
1432,Cosmorama,35,-20.4755,-49.7827
1433,Costa Marques,11,-12.4367,-64.228
1434,Costa Rica,50,-18.5432,-53.1287
1435,Cotegipe,29,-12.0228,-44.2566
1436,Cotia,35,-23.6022,-46.919
1437,Cotiporã,43,-28.9891,-51.6971
1438,Cotriguaçu,51,-9.85656,-58.4192
1439,Couto de Magalhães de Minas,31,-18.0727,-43.4648
1440,Couto Magalhães,17,-8.28411,-49.2473
1441,Coxilha,43,-28.128,-52.3023
1442,Coxim,50,-18.5013,-54.751
1443,Coxixola,25,-7.62365,-36.6064
1444,Craíbas,27,-9.6178,-36.7697
1445,Crateús,23,-5.16768,-40.6536
1446,Crato,23,-7.2153,-39.4103
1447,Cravinhos,35,-21.338,-47.7324
1448,Cravolândia,29,-13.3531,-39.8031
1449,Criciúma,42,-28.6723,-49.3729
1450,Crisólita,31,-17.2381,-40.9184
1451,Crisópolis,29,-11.5059,-38.1515
1452,Crissiumal,43,-27.4999,-54.0994
1453,Cristais,31,-20.8733,-45.5167
1454,Cristais Paulista,35,-20.4036,-47.4209
1455,Cristal,43,-31.0046,-52.0436
1456,Cristal do Sul,43,-27.452,-53.2422
1457,Cristalândia,17,-10.5985,-49.1942
1458,Cristalândia do Piauí,22,-10.6443,-45.1893
1459,Cristália,31,-16.716,-42.8571
1460,Cristalina,52,-16.7676,-47.6131
1461,Cristiano Otoni,31,-20.8324,-43.8166
1462,Cristianópolis,52,-17.1987,-48.7034
1463,Cristina,31,-22.208,-45.2673
1464,Cristinápolis,28,-11.4668,-37.7585
1465,Cristino Castro,22,-8.82273,-44.223
1466,Cristópolis,29,-12.2249,-44.4214
1467,Crixás,52,-14.5412,-49.974
1468,Crixás do Tocantins,17,-11.0994,-48.9152
1469,Croatá,23,-4.40481,-40.9022
1470,Cromínia,52,-17.2883,-49.3798
1471,Crucilândia,31,-20.3923,-44.3334
1472,Cruz,23,-2.91813,-40.176
1473,Cruz Alta,43,-28.645,-53.6048
1474,Cruz das Almas,29,-12.6675,-39.1008
1475,Cruz do Espírito Santo,25,-7.13902,-35.0857
1476,Cruz Machado,41,-26.0166,-51.343
1477,Cruzália,35,-22.7373,-50.7909
1478,Cruzaltense,43,-27.6672,-52.6522
1479,Cruzeiro,35,-22.5728,-44.969
1480,Cruzeiro da Fortaleza,31,-18.944,-46.6669
1481,Cruzeiro do Iguaçu,41,-25.6192,-53.1285
1482,Cruzeiro do Oeste,41,-23.7799,-53.0774
1483,Cruzeiro do Sul,41,-22.9624,-52.1622
1484,Cruzeiro do Sul,43,-29.5148,-51.9928
1485,Cruzeiro do Sul,12,-7.62762,-72.6756
1486,Cruzeta,24,-6.40894,-36.7782
1487,Cruzília,31,-21.84,-44.8067
1488,Cruzmaltina,41,-24.0132,-51.4563
1489,Cubatão,35,-23.8911,-46.424
1490,Cubati,25,-6.86686,-36.3619
1491,Cuiabá,51,-15.601,-56.0974
1492,Cuité,25,-6.47647,-36.1515
1493,Cuité de Mamanguape,25,-6.91292,-35.2502
1494,Cuitegi,25,-6.89058,-35.5215
1495,Cujubim,11,-9.36065,-62.5846
1496,Cumari,52,-18.2644,-48.1511
1497,Cumaru,26,-8.00827,-35.6957
1498,Cumaru do Norte,15,-7.81097,-50.7698
1499,Cumbe,28,-10.352,-37.1846
1500,Cunha,35,-23.0731,-44.9576
1501,Cunha Porã,42,-26.895,-53.1662
1502,Cunhataí,42,-26.9709,-53.0895
1503,Cuparaque,31,-18.9648,-41.0986
1504,Cupira,26,-8.62432,-35.9518
1505,Curaçá,29,-8.98458,-39.8997
1506,Curimatá,22,-10.0326,-44.3002
1507,Curionópolis,15,-6.09965,-49.6068
1508,Curitiba,41,-25.4195,-49.2646
1509,Curitibanos,42,-27.2824,-50.5816
1510,Curiúva,41,-24.0362,-50.4576
1511,Currais,22,-9.01175,-44.4062
1512,Currais Novos,24,-6.25484,-36.5146
1513,Curral de Cima,25,-6.72325,-35.2639
1514,Curral de Dentro,31,-15.9327,-41.8557
1515,Curral Novo do Piauí,22,-7.8313,-40.8957
1516,Curral Velho,25,-7.53075,-38.1962
1517,Curralinho,15,-1.81179,-49.7952
1518,Curralinhos,22,-5.60825,-42.8376
1519,Curuá,15,-1.88775,-55.1168
1520,Curuçá,15,-0.733214,-47.8515
1521,Cururupu,21,-1.81475,-44.8644
1522,Curvelândia,51,-15.6084,-57.9133
1523,Curvelo,31,-18.7527,-44.4303
1524,Custódia,26,-8.08546,-37.6443
1525,Cutias,16,0.970761,-50.8005
1526,Damianópolis,52,-14.5604,-46.178
1527,Damião,25,-6.63161,-35.9101
1528,Damolândia,52,-16.2544,-49.3631
1529,Darcinópolis,17,-6.71591,-47.7597
1530,Dário Meira,29,-14.4229,-39.9031
1531,Datas,31,-18.4478,-43.6591
1532,David Canabarro,43,-28.3849,-51.8482
1533,Davinópolis,21,-5.54637,-47.4217
1534,Davinópolis,52,-18.1501,-47.5568
1535,Delfim Moreira,31,-22.5036,-45.2792
1536,Delfinópolis,31,-20.3468,-46.8456
1537,Delmiro Gouveia,27,-9.38534,-37.9987
1538,Delta,31,-19.9721,-47.7841
1539,Demerval Lobão,22,-5.35875,-42.6776
1540,Denise,51,-14.7324,-57.0583
1541,Deodápolis,50,-22.2763,-54.1682
1542,Deputado Irapuan Pinheiro,23,-5.91485,-39.257
1543,Derrubadas,43,-27.2642,-53.8645
1544,Descalvado,35,-21.9002,-47.6181
1545,Descanso,42,-26.827,-53.5034
1546,Descoberto,31,-21.46,-42.9618
1547,Desterro,25,-7.287,-37.0925
1548,Desterro de Entre Rios,31,-20.665,-44.3334
1549,Desterro do Melo,31,-21.143,-43.5178
1550,Dezesseis de Novembro,43,-28.219,-55.0617
1551,Diadema,35,-23.6813,-46.6205
1552,Diamante,25,-7.41738,-38.2615
1553,Diamante D'Oeste,41,-24.9419,-54.1052
1554,Diamante do Norte,41,-22.655,-52.8617
1555,Diamante do Sul,41,-25.035,-52.6768
1556,Diamantina,31,-18.2413,-43.6031
1557,Diamantino,51,-14.4037,-56.4366
1558,Dianópolis,17,-11.624,-46.8198
1559,Dias d'Ávila,29,-12.6187,-38.2926
1560,Dilermando de Aguiar,43,-29.7054,-54.2122
1561,Diogo de Vasconcelos,31,-20.4879,-43.1953
1562,Dionísio,31,-19.8433,-42.7701
1563,Dionísio Cerqueira,42,-26.2648,-53.6351
1564,Diorama,52,-16.2329,-51.2543
1565,Dirce Reis,35,-20.4642,-50.6073
1566,Dirceu Arcoverde,22,-9.33939,-42.4348
1567,Divina Pastora,28,-10.6782,-37.1506
1568,Divinésia,31,-20.9917,-43.0003
1569,Divino,31,-20.6134,-42.1438
1570,Divino das Laranjeiras,31,-18.7755,-41.4781
1571,Divino de São Lourenço,32,-20.6229,-41.6937
1572,Divinolândia,35,-21.6637,-46.7361
1573,Divinolândia de Minas,31,-18.8004,-42.6103
1574,Divinópolis,31,-20.1446,-44.8912
1575,Divinópolis de Goiás,52,-13.2853,-46.3999
1576,Divinópolis do Tocantins,17,-9.80018,-49.2169
1577,Divisa Alegre,31,-15.7221,-41.3463
1578,Divisa Nova,31,-21.5092,-46.1904
1579,Divisópolis,31,-15.7254,-40.9997
1580,Dobrada,35,-21.5155,-48.3935
1581,Dois Córregos,35,-22.3673,-48.3819
1582,Dois Irmãos,43,-29.5836,-51.0898
1583,Dois Irmãos das Missões,43,-27.6621,-53.5304
1584,Dois Irmãos do Buriti,50,-20.6848,-55.2915
1585,Dois Irmãos do Tocantins,17,-9.25534,-49.0638
1586,Dois Lajeados,43,-28.983,-51.8396
1587,Dois Riachos,27,-9.38465,-37.0965
1588,Dois Vizinhos,41,-25.7407,-53.057
1589,Dolcinópolis,35,-20.124,-50.5149
1590,Dom Aquino,51,-15.8099,-54.9223
1591,Dom Basílio,29,-13.7565,-41.7677
1592,Dom Bosco,31,-16.652,-46.2597
1593,Dom Cavati,31,-19.3735,-42.1121
1594,Dom Eliseu,15,-4.19944,-47.8245
1595,Dom Expedito Lopes,22,-6.95332,-41.6396
1596,Dom Feliciano,43,-30.7004,-52.1026
1597,Dom Inocêncio,22,-9.00516,-41.9697
1598,Dom Joaquim,31,-18.961,-43.2544
1599,Dom Macedo Costa,29,-12.9016,-39.1923
1600,Dom Pedrito,43,-30.9756,-54.6694
1601,Dom Pedro,21,-5.03518,-44.4409
1602,Dom Pedro de Alcântara,43,-29.3639,-49.853
1603,Dom Silvério,31,-20.1627,-42.9627
1604,Dom Viçoso,31,-22.2511,-45.1643
1605,Domingos Martins,32,-20.3603,-40.6594
1606,Domingos Mourão,22,-4.2495,-41.2683
1607,Dona Emma,42,-26.981,-49.7261
1608,Dona Eusébia,31,-21.319,-42.807
1609,Dona Francisca,43,-29.6195,-53.3617
1610,Dona Inês,25,-6.61566,-35.6205
1611,Dores de Campos,31,-21.1139,-44.0207
1612,Dores de Guanhães,31,-19.0516,-42.9254
1613,Dores do Indaiá,31,-19.4628,-45.5927
1614,Dores do Rio Preto,32,-20.6931,-41.8405
1615,Dores do Turvo,31,-20.9785,-43.1834
1616,Doresópolis,31,-20.2868,-45.9007
1617,Dormentes,26,-8.44116,-40.7662
1618,Douradina,50,-22.0405,-54.6158
1619,Douradina,41,-23.3807,-53.2918
1620,Dourado,35,-22.1044,-48.3178
1621,Douradoquara,31,-18.4338,-47.5993
1622,Dourados,50,-22.2231,-54.812
1623,Doutor Camargo,41,-23.5582,-52.2178
1624,Doutor Maurício Cardoso,43,-27.5103,-54.3577
1625,Doutor Pedrinho,42,-26.7174,-49.4795
1626,Doutor Ricardo,43,-29.084,-51.9972
1627,Doutor Severiano,24,-6.08082,-38.3794
1628,Doutor Ulysses,41,-24.5665,-49.4219
1629,Doverlândia,52,-16.7188,-52.3189
1630,Dracena,35,-21.4843,-51.535
1631,Duartina,35,-22.4146,-49.4084
1632,Duas Barras,33,-22.0536,-42.5232
1633,Duas Estradas,25,-6.68499,-35.418
1634,Dueré,17,-11.3416,-49.2716
1635,Dumont,35,-21.2324,-47.9756
1636,Duque Bacelar,21,-4.15002,-42.9477
1637,Duque de Caxias,33,-22.7858,-43.3049
1638,Durandé,31,-20.2058,-41.7977
1639,Echaporã,35,-22.4326,-50.2038
1640,Ecoporanga,32,-18.3702,-40.836
1641,Edealina,52,-17.4239,-49.6644
1642,Edéia,52,-17.3406,-49.9295
1643,Eirunepé,13,-6.65677,-69.8662
1644,Eldorado,50,-23.7868,-54.2838
1645,Eldorado,35,-24.5281,-48.1141
1646,Eldorado do Carajás,15,-6.10389,-49.3553
1647,Eldorado do Sul,43,-30.0847,-51.6187
1648,Elesbão Veloso,22,-6.19947,-42.1355
1649,Elias Fausto,35,-23.0428,-47.3682
1650,Eliseu Martins,22,-8.09629,-43.6705
1651,Elisiário,35,-21.1678,-49.1146
1652,Elísio Medrado,29,-12.9417,-39.5191
1653,Elói Mendes,31,-21.6088,-45.5691
1654,Emas,25,-7.09964,-37.7163
1655,Embaúba,35,-20.9796,-48.8325
1656,Embu das Artes,35,-23.6437,-46.8579
1657,Embu-Guaçu,35,-23.8297,-46.8136
1658,Emilianópolis,35,-21.8314,-51.4832
1659,Encantado,43,-29.2351,-51.8703
1660,Encanto,24,-6.10691,-38.3033
1661,Encruzilhada,29,-15.5302,-40.9124
1662,Encruzilhada do Sul,43,-30.543,-52.5204
1663,Enéas Marques,41,-25.9445,-53.1659
1664,Engenheiro Beltrão,41,-23.797,-52.2659
1665,Engenheiro Caldas,31,-19.2065,-42.0503
1666,Engenheiro Coelho,35,-22.4836,-47.211
1667,Engenheiro Navarro,31,-17.2831,-43.947
1668,Engenheiro Paulo de Frontin,33,-22.5498,-43.6827
1669,Engenho Velho,43,-27.706,-52.9145
1670,Entre Folhas,31,-19.6218,-42.2306
1671,Entre Rios,29,-11.9392,-38.0871
1672,Entre Rios,42,-26.7225,-52.5585
1673,Entre Rios de Minas,31,-20.6706,-44.0654
1674,Entre Rios do Oeste,41,-24.7042,-54.2385
1675,Entre Rios do Sul,43,-27.5298,-52.7347
1676,Entre-Ijuís,43,-28.3686,-54.2686
1677,Envira,13,-7.43789,-70.0281
1678,Epitaciolândia,12,-11.0188,-68.7341
1679,Equador,24,-6.93835,-36.717
1680,Erebango,43,-27.8544,-52.3005
1681,Erechim,43,-27.6364,-52.2697
1682,Ererê,23,-6.02751,-38.3461
1683,Érico Cardoso,29,-13.4215,-42.1352
1684,Ermo,42,-28.9869,-49.643
1685,Ernestina,43,-28.4977,-52.5836
1686,Erval Grande,43,-27.3926,-52.574
1687,Erval Seco,43,-27.5443,-53.5005
1688,Erval Velho,42,-27.2743,-51.443
1689,Ervália,31,-20.8403,-42.6544
1690,Escada,26,-8.35672,-35.2241
1691,Esmeralda,43,-28.0518,-51.1933
1692,Esmeraldas,31,-19.764,-44.3065
1693,Espera Feliz,31,-20.6508,-41.9119
1694,Esperança,25,-7.02278,-35.8597
1695,Esperança do Sul,43,-27.3603,-53.9891
1696,Esperança Nova,41,-23.7238,-53.811
1697,Esperantina,17,-5.36593,-48.5378
1698,Esperantina,22,-3.88863,-42.2324
1699,Esperantinópolis,21,-4.87938,-44.6926
1700,Espigão Alto do Iguaçu,41,-25.4216,-52.8348
1701,Espigão D'Oeste,11,-11.5266,-61.0252
1702,Espinosa,31,-14.9249,-42.809
1703,Espírito Santo,24,-6.33563,-35.3052
1704,Espírito Santo do Dourado,31,-22.0454,-45.9548
1705,Espírito Santo do Pinhal,35,-22.1909,-46.7477
1706,Espírito Santo do Turvo,35,-22.6925,-49.4341
1707,Esplanada,29,-11.7942,-37.9432
1708,Espumoso,43,-28.7286,-52.8461
1709,Estação,43,-27.9135,-52.2635
1710,Estância,28,-11.2659,-37.4484
1711,Estância Velha,43,-29.6535,-51.1843
1712,Esteio,43,-29.852,-51.1841
1713,Estiva,31,-22.4577,-46.0191
1714,Estiva Gerbi,35,-22.2713,-46.9481
1715,Estreito,21,-6.56077,-47.4431
1716,Estrela,43,-29.5002,-51.9495
1717,Estrela d'Oeste,35,-20.2875,-50.4049
1718,Estrela Dalva,31,-21.7412,-42.4574
1719,Estrela de Alagoas,27,-9.39089,-36.7644
1720,Estrela do Indaiá,31,-19.5169,-45.7859
1721,Estrela do Norte,52,-13.8665,-49.0716
1722,Estrela do Norte,35,-22.4859,-51.6632
1723,Estrela do Sul,31,-18.7399,-47.6956
1724,Estrela Velha,43,-29.1713,-53.1639
1725,Euclides da Cunha,29,-10.5078,-39.0153
1726,Euclides da Cunha Paulista,35,-22.5545,-52.5928
1727,Eugênio de Castro,43,-28.5315,-54.1506
1728,Eugenópolis,31,-21.1002,-42.1878
1729,Eunápolis,29,-16.3715,-39.5821
1730,Eusébio,23,-3.8925,-38.4559
1731,Ewbank da Câmara,31,-21.5498,-43.5068
1732,Extrema,31,-22.854,-46.3178
1733,Extremoz,24,-5.70143,-35.3048
1734,Exu,26,-7.50364,-39.7238
1735,Fagundes,25,-7.34454,-35.7931
1736,Fagundes Varela,43,-28.8794,-51.7014
1737,Faina,52,-15.4473,-50.3622
1738,Fama,31,-21.4089,-45.8286
1739,Faria Lemos,31,-20.8097,-42.0213
1740,Farias Brito,23,-6.92146,-39.5651
1741,Faro,15,-2.16805,-56.7405
1742,Farol,41,-24.0958,-52.6217
1743,Farroupilha,43,-29.2227,-51.3419
1744,Fartura,35,-23.3916,-49.5124
1745,Fartura do Piauí,22,-9.48342,-42.7912
1746,Fátima,17,-10.7603,-48.9076
1747,Fátima,29,-10.616,-38.2239
1748,Fátima do Sul,50,-22.3789,-54.5131
1749,Faxinal,41,-24.0077,-51.3227
1750,Faxinal do Soturno,43,-29.5788,-53.4484
1751,Faxinal dos Guedes,42,-26.8451,-52.2596
1752,Faxinalzinho,43,-27.4238,-52.6789
1753,Fazenda Nova,52,-16.1834,-50.7781
1754,Fazenda Rio Grande,41,-25.6624,-49.3073
1755,Fazenda Vilanova,43,-29.5885,-51.8217
1756,Feijó,12,-8.17054,-70.351
1757,Feira da Mata,29,-14.2044,-44.2744
1758,Feira de Santana,29,-12.2664,-38.9663
1759,Feira Grande,27,-9.89859,-36.6815
1760,Feira Nova,26,-7.94704,-35.3801
1761,Feira Nova,28,-10.2616,-37.3147
1762,Feira Nova do Maranhão,21,-6.96508,-46.6786
1763,Felício dos Santos,31,-18.0755,-43.2422
1764,Felipe Guerra,24,-5.59274,-37.6875
1765,Felisburgo,31,-16.6348,-40.7605
1766,Felixlândia,31,-18.7507,-44.9004
1767,Feliz,43,-29.4527,-51.3032
1768,Feliz Deserto,27,-10.2935,-36.3028
1769,Feliz Natal,51,-12.385,-54.9227
1770,Fênix,41,-23.9135,-51.9805
1771,Fernandes Pinheiro,41,-25.4107,-50.5456
1772,Fernandes Tourinho,31,-19.1541,-42.0803
1773,Fernando de Noronha,26,-3.8396,-32.4107
1774,Fernando Falcão,21,-6.16207,-44.8979
1775,Fernando Pedroza,24,-5.69096,-36.5282
1776,Fernando Prestes,35,-21.2661,-48.6874
1777,Fernandópolis,35,-20.2806,-50.2471
1778,Fernão,35,-22.3607,-49.5187
1779,Ferraz de Vasconcelos,35,-23.5411,-46.371
1780,Ferreira Gomes,16,0.857256,-51.1795
1781,Ferreiros,26,-7.44666,-35.2373
1782,Ferros,31,-19.2343,-43.0192
1783,Fervedouro,31,-20.726,-42.279
1784,Figueira,41,-23.8455,-50.4031
1785,Figueirão,50,-18.6782,-53.638
1786,Figueirópolis,17,-12.1312,-49.1748
1787,Figueirópolis D'Oeste,51,-15.4439,-58.7391
1788,Filadélfia,17,-7.33501,-47.4954
1789,Filadélfia,29,-10.7405,-40.1437
1790,Firmino Alves,29,-14.9823,-39.9269
1791,Firminópolis,52,-16.5778,-50.304
1792,Flexeiras,27,-9.27281,-35.7139
1793,Flor da Serra do Sul,41,-26.2523,-53.3092
1794,Flor do Sertão,42,-26.7811,-53.3505
1795,Flora Rica,35,-21.6727,-51.3821
1796,Floraí,41,-23.3178,-52.3029
1797,Florânia,24,-6.12264,-36.8226
1798,Floreal,35,-20.6752,-50.1513
1799,Flores,26,-7.85842,-37.9715
1800,Flores da Cunha,43,-29.0261,-51.1875
1801,Flores de Goiás,52,-14.4451,-47.0417
1802,Flores do Piauí,22,-7.78793,-42.918
1803,Floresta,41,-23.6031,-52.0807
1804,Floresta,26,-8.60307,-38.5687
1805,Floresta Azul,29,-14.8629,-39.6579
1806,Floresta do Araguaia,15,-7.55335,-49.7125
1807,Floresta do Piauí,22,-7.46682,-41.7883
1808,Florestal,31,-19.888,-44.4318
1809,Florestópolis,41,-22.8623,-51.3882
1810,Floriano,22,-6.77182,-43.0241
1811,Floriano Peixoto,43,-27.8614,-52.0838
1812,Florianópolis,42,-27.5945,-48.5477
1813,Flórida,41,-23.0847,-51.9546
1814,Flórida Paulista,35,-21.6127,-51.1724
1815,Florínia,35,-22.868,-50.6814
1816,Fonte Boa,13,-2.52342,-66.0942
1817,Fontoura Xavier,43,-28.9817,-52.3445
1818,Formiga,31,-20.4618,-45.4268
1819,Formigueiro,43,-30.0035,-53.4959
1820,Formosa,52,-15.54,-47.337
1821,Formosa da Serra Negra,21,-6.44017,-46.1916
1822,Formosa do Oeste,41,-24.2951,-53.3114
1823,Formosa do Rio Preto,29,-11.0328,-45.193
1824,Formosa do Sul,42,-26.6453,-52.7946
1825,Formoso,52,-13.6499,-48.8775
1826,Formoso,31,-14.9446,-46.2371
1827,Formoso do Araguaia,17,-11.7976,-49.5316
1828,Forquetinha,43,-29.3828,-52.0981
1829,Forquilha,23,-3.79945,-40.2634
1830,Forquilhinha,42,-28.7454,-49.4785
1831,Fortaleza,23,-3.71664,-38.5423
1832,Fortaleza de Minas,31,-20.8508,-46.712
1833,Fortaleza do Tabocão,17,-9.05611,-48.5206
1834,Fortaleza dos Nogueiras,21,-6.95983,-46.1749
1835,Fortaleza dos Valos,43,-28.7986,-53.2249
1836,Fortim,23,-4.45126,-37.7981
1837,Fortuna,21,-5.72792,-44.1565
1838,Fortuna de Minas,31,-19.5578,-44.4472
1839,Foz do Iguaçu,41,-25.5427,-54.5827
1840,Foz do Jordão,41,-25.7371,-52.1188
1841,Fraiburgo,42,-27.0233,-50.92
1842,Franca,35,-20.5352,-47.4039
1843,Francinópolis,22,-6.39334,-42.2591
1844,Francisco Alves,41,-24.0667,-53.8461
1845,Francisco Ayres,22,-6.62606,-42.6881
1846,Francisco Badaró,31,-16.9883,-42.3568
1847,Francisco Beltrão,41,-26.0817,-53.0535
1848,Francisco Dantas,24,-6.07234,-38.1212
1849,Francisco Dumont,31,-17.3107,-44.2317
1850,Francisco Macedo,22,-7.331,-40.788
1851,Francisco Morato,35,-23.2792,-46.7448
1852,Francisco Sá,31,-16.4827,-43.4896
1853,Francisco Santos,22,-6.99491,-41.1288
1854,Franciscópolis,31,-17.9578,-42.0094
1855,Franco da Rocha,35,-23.3229,-46.729
1856,Frecheirinha,23,-3.75557,-40.818
1857,Frederico Westphalen,43,-27.3586,-53.3958
1858,Frei Gaspar,31,-18.0709,-41.4325
